LSOA,Person,Bicycle,Car,Motorcycle,Airplane,Bus,Train,Truck,Boat,Traffic Light,Fire Hydrant,Stop Sign,Parking Meter,Bench,Bird,Cat,Dog,Horse,Sheep,Cow,Elephant,Bear,Zebra,Giraffe,Backpack,Umbrella,Handbag,Tie,Suitcase,Frisbee,Skis,Snowboard,Sports Ball,Kite,Baseball Bat,Baseball Glove,Skateboard,Surfboard,Tennis Racket,Bottle,Wine Glass,Cup,Fork,Knife,Spoon,Bowl,Banana,Apple,Sandwich,Orange,Broccoli,Carrot,Hot dog,Pizza,Donut,Cake,Chair,Couch,Potted Plant,Bed,Dinning Table,Toilet,TV,Laptop,Mouse,Remote,Keyboard,Cell Phone,Microwave,Oven,Toaster,Sink,Refrigerator,Book,Clock,Vase,Scissors,Teddy Bear,Hair Drier,Toothbrush,Number Images
E01000215,0.8571428571428571,0.17142857142857143,13.914285714285715,0,0,0.05714285714285714,0,0.6,0,0,0.02857142857142857,0,0.02857142857142857,0.05714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11428571428571428,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857,0,0,0,0,0,0,0,140
E01002020,0.1724137931034483,0,14.275862068965518,0.06896551724137931,0,0.1724137931034483,0,0.7586206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06896551724137931,0,0,0,0,0,116
E01003160,0.9473684210526315,0.05263157894736842,14.947368421052632,0,0,0,0,0.5263157894736842,0,0,0,0,0.05263157894736842,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10526315789473684,0,0,0,0,0,76
E01003827,1.0851063829787233,0.06382978723404255,13.702127659574469,0.1702127659574468,0,0.1276595744680851,0,0.425531914893617,0.02127659574468085,0.0851063829787234,0,0.02127659574468085,0,0.0425531914893617,0,0,0,0,0,0,0,0,0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0,0,0,0.06382978723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02127659574468085,0,0.46808510638297873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188
E01002560,0.38461538461538464,0.038461538461538464,12.76923076923077,0.07692307692307693,0,0.038461538461538464,0,0.5384615384615384,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
E01002877,1.1,0.05,7.8,0.05,0,0,0,0.4,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,80
E01000337,0.15384615384615385,0,10.5,0,0,0.038461538461538464,0.038461538461538464,0.4230769230769231,0.038461538461538464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,0,0,0,0.11538461538461539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11538461538461539,0,0.3076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
E01002846,2.2857142857142856,0.8571428571428571,14.642857142857142,0.14285714285714285,0,0,0,1.3571428571428572,0,0.7857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
E01001131,0.125,0.041666666666666664,10.416666666666666,0,0,0,0,0.75,0,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
E01003144,0.3181818181818182,0,17.59090909090909,0.045454545454545456,0,0.045454545454545456,0,0.5909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88
E01003974,0.14285714285714285,0.07142857142857142,10.142857142857142,0,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,56
E01001714,1.5294117647058822,0.17647058823529413,8.941176470588236,0.29411764705882354,0,0.11764705882352941,0,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
E01002805,2.32,0.36,10.88,0.12,0,0.2,0,0.8,0,0.24,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,100
E01001014,1.4736842105263157,0.02631578947368421,9.368421052631579,0,0,0.02631578947368421,0.02631578947368421,0.5,0,0.07894736842105263,0,0.10526315789473684,0,0.07894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0.07894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
E01004721,1.4411764705882353,0.08823529411764706,9.970588235294118,0.14705882352941177,0,0.17647058823529413,0,0.5,0,0,0.029411764705882353,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0,0.058823529411764705,0,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411764705882353,0,0,0,0,0,136
E01002596,0.1724137931034483,0.06896551724137931,9.517241379310345,0.034482758620689655,0,0,0,0.20689655172413793,0,0.06896551724137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0.27586206896551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
E01001474,0.44,0,9.48,0.02,0,0.06,0,0.5,0,0.14,0.02,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200
E01002103,0.4827586206896552,0.06896551724137931,10.172413793103448,0.10344827586206896,0,0.10344827586206896,0,0.4482758620689655,0,0,0,0.06896551724137931,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0,116
E01004247,1.1818181818181819,0,10.318181818181818,0.09090909090909091,0,0.045454545454545456,0,0.5,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2727272727272727,0,0,0,0,0,88
E01003492,0.3333333333333333,0.06666666666666667,17.933333333333334,0,0,0.06666666666666667,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
E01001800,1.25,0.125,11.166666666666666,0.041666666666666664,0,0.08333333333333333,0,0.6666666666666666,0,0.041666666666666664,0,0.08333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2916666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0,0.125,0,0,0,0,0,96
E01001129,0.20689655172413793,0,11.482758620689655,0,0,0,0,0.3103448275862069,0.034482758620689655,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482758620689655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06896551724137931,0,0.20689655172413793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
E01001340,0.46153846153846156,0,10.846153846153847,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
E01033489,4.0,0.8787878787878788,6.787878787878788,0.6060606060606061,0,0.15151515151515152,0,0.6363636363636364,0,0.12121212121212122,0,0.030303030303030304,0,0.12121212121212122,0,0,0,0,0,0,0,0,0,0,0.15151515151515152,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,0,0,0,132
E01000150,0.7777777777777778,0,14.814814814814815,0.037037037037037035,0,0.07407407407407407,0,0.6296296296296297,0,0,0.037037037037037035,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18518518518518517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,108
E01004586,0.5769230769230769,0.15384615384615385,13.615384615384615,0.19230769230769232,0,0.11538461538461539,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038461538461538464,0,0,0,0,0,104
E01002893,1.0,0.4444444444444444,15.222222222222221,0.3333333333333333,0.037037037037037035,0,0,0.7777777777777778,0,0.14814814814814814,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8148148148148148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
E01002839,1.5925925925925926,0.4444444444444444,11.222222222222221,0.07407407407407407,0,0,0,0.6666666666666666,0,0.07407407407407407,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07407407407407407,0,1.4444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0.14814814814814814,0,0,0,0,0,108
E01033708,3.397590361445783,0.6024096385542169,4.180722891566265,0.3614457831325301,0.024096385542168676,0.20481927710843373,0.012048192771084338,0.8674698795180723,0,0.18072289156626506,0.012048192771084338,0.03614457831325301,0.024096385542168676,0.07228915662650602,0.012048192771084338,0,0.012048192771084338,0,0,0,0,0,0,0,0.07228915662650602,0,0.07228915662650602,0,0.024096385542168676,0.012048192771084338,0,0,0,0.012048192771084338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12048192771084337,0,0.21686746987951808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012048192771084338,0,0.07228915662650602,0,0,0,0,0,332
E01003564,3.2,0.05,14.1,0.2,0,0,0,0.5,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
E01004744,1.6842105263157894,0.10526315789473684,9.631578947368421,0.3157894736842105,0,0.10526315789473684,0,0.5526315789473685,0,0.07894736842105263,0,0.05263157894736842,0,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0.02631578947368421,0,0,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157894736842105,0,0.2631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13157894736842105,0,0,0,0,0,152
E01001737,0.8518518518518519,0.37037037037037035,11.11111111111111,0.037037037037037035,0,0,0,0.4074074074074074,0,0.14814814814814814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0.07407407407407407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25925925925925924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,108
E01001473,1.5806451612903225,0,9.258064516129032,0.06451612903225806,0,0.03225806451612903,0,0.3870967741935484,0,0,0,0,0,0.12903225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03225806451612903,0,0,0,0,0,124
E01002678,0.3333333333333333,0,12.866666666666667,0.13333333333333333,0,0,0,0.23333333333333334,0,0,0,0,0,0.2,0,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
E01004023,0.7027027027027027,0.02702702702702703,7.4324324324324325,0.05405405405405406,0,0,0,0.40540540540540543,0,0,0,0.08108108108108109,0,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0.02702702702702703,0,0,0,0.02702702702702703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21621621621621623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08108108108108109,0,0,0,0,0,148
E01004415,1.0555555555555556,0.05555555555555555,15.333333333333334,0,0,0.16666666666666666,0,0.9444444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7222222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
E01001392,0.6296296296296297,0.037037037037037035,18.296296296296298,0.1111111111111111,0,0.14814814814814814,0,0.7407407407407407,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108
E01001083,0.4583333333333333,0.041666666666666664,15.833333333333334,0.041666666666666664,0,0,0,0.75,0.08333333333333333,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0.041666666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
E01004737,2.2666666666666666,0.13333333333333333,13.733333333333333,0.06666666666666667,0,0.26666666666666666,0,1.2666666666666666,0,0.4666666666666667,0,0.06666666666666667,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
E01001141,0.2857142857142857,0,13.342857142857143,0.02857142857142857,0,0.05714285714285714,0,0.5714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
E01033322,0.46153846153846156,0,6.153846153846154,0.07692307692307693,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07692307692307693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15384615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
E01000444,0.08823529411764706,0,8.5,0,0,0,0,0.4117647058823529,0.029411764705882353,0,0,0,0,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14705882352941177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
E01003416,0.3684210526315789,0,15.210526315789474,0,0,0.15789473684210525,0,0.5263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5263157894736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76
E01003224,0.6,0,15.133333333333333,0.06666666666666667,0,0,0,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
E01002105,1.8928571428571428,0.03571428571428571,11.0,0.07142857142857142,0,0.6428571428571429,0,0.4642857142857143,0.03571428571428571,0.17857142857142858,0,0,0.03571428571428571,0,0.07142857142857142,0,0,0,0,0,0,0,0,0,0,0,0.10714285714285714,0,0,0,0,0,0,0.07142857142857142,0,0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10714285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07142857142857142,0,0,0,0,0,112
E01000730,0.5666666666666667,0,11.633333333333333,0.06666666666666667,0,0.4,0.03333333333333333,0.5666666666666667,0,0.06666666666666667,0,0,0,0.06666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
E01000556,1.1111111111111112,0,14.62962962962963,0.07407407407407407,0,0.37037037037037035,0,1.0,0,0.037037037037037035,0,0.037037037037037035,0.037037037037037035,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14814814814814814,0,0,0,0,0,108
E01001071,0.02631578947368421,0,12.105263157894736,0.02631578947368421,0,0.02631578947368421,0.02631578947368421,0.47368421052631576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07894736842105263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21052631578947367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
E01003869,0.53125,0,10.125,0,0,0,0.03125,0.28125,0,0,0,0,0,0,0.03125,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
E01001072,0.08695652173913043,0,3.217391304347826,0,0,0,0,0.13043478260869565,0,0,0,0,0,0.043478260869565216,0,0,0,0,0.043478260869565216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
E01000947,3.59375,0.375,10.3125,0.15625,0,0.34375,0.03125,1.03125,0,0.03125,0.03125,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.03125,0,0.09375,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,128
E01003039,1.1025641025641026,0.15384615384615385,13.435897435897436,0.1794871794871795,0,0.20512820512820512,0,0.3333333333333333,0,0,0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0,0,0,0,0,0,0,0,0,0,0,0,0.02564102564102564,0,0.10256410256410256,0,0,0,0,0,0,0,0,0.02564102564102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156
E01004188,0.6086956521739131,0,12.304347826086957,0,0,0.043478260869565216,0.043478260869565216,0.6956521739130435,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6086956521739131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
E01002818,2.757142857142857,0.6428571428571429,9.242857142857142,0.2857142857142857,0,0.18571428571428572,0,1.0142857142857142,0,0.08571428571428572,0.02857142857142857,0.04285714285714286,0.014285714285714285,0,0,0,0,0,0,0,0,0,0,0,0.014285714285714285,0.014285714285714285,0.02857142857142857,0.014285714285714285,0.04285714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02857142857142857,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,280
E01004303,0.8823529411764706,0.058823529411764705,7.088235294117647,0.08823529411764706,0,0.11764705882352941,0,0.35294117647058826,0,0,0,0.058823529411764705,0,0.058823529411764705,0.029411764705882353,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
E01000378,0.5636363636363636,0,9.254545454545454,0.16363636363636364,0,0.01818181818181818,0,0.6363636363636364,0,0.01818181818181818,0,0,0,0.09090909090909091,0,0,0,0,0,0,0,0,0,0,0,0.03636363636363636,0.01818181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03636363636363636,0,0,0.05454545454545454,0,0.21818181818181817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01818181818181818,0,0,0,0,0,220
E01002278,0.2857142857142857,0,9.964285714285714,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03571428571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112
E01001765,1.28,0.08,9.56,0,0,0.04,0,0.76,0,0,0.08,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
E01001413,0.2631578947368421,0.05263157894736842,10.894736842105264,0.02631578947368421,0,0,0,0.34210526315789475,0.05263157894736842,0,0,0,0.02631578947368421,0.02631578947368421,0,0,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3684210526315789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
E01003364,0.29411764705882354,0,14.470588235294118,0,0,0,0,0.5294117647058824,0,0,0,0,0,0.058823529411764705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35294117647058826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
